titl,push,tag,text,date
[問題] 用加油衝刷卡次數?,47,0,"

hi
請問各位是否可以去加油站分次加油衝免年費刷卡次數

譬如說去加油預計要加1千元

分兩次加油

一次加500

這樣一天就兩次刷卡次數了

--
",10月3日
[建議] 下一張里程卡推薦,16,0,"


[職業類別] : 工業管理

[目前工作年資] :4 (目前在中國工作）

[年齡] : 29

[年收入] :130萬

[可提供之財力證明] : 中國薪資單 / 台灣存款低於10萬

[已持有的卡片與額度] :大中華攜手飛無限卡  12萬
                      花旗現金回饋白金    12萬
                      中信無印良品        12萬
                      玉山商務御璽卡      12萬

[是否有無貸款] : (若有,請註明金額)
無
[最近3個月內有無申辦] : (若有,請註明是否核卡)
[最近3個月內有無申辦] : (若有,請註明是否核卡)
[最近3個月內有無申辦] : (若有,請註明是否核卡)
大中華/玉山商務御璽都是5月申辦通過的
[希望有的功能] :

里程

[第一想申請的卡片] : (必填,未填視同未爬文)
花旗寰旅
[第二想申請的卡片] : (必填,未填視同未爬文)
國泰亞萬(聽說臭掉了）
[其它] :
中國信託ANA/長榮EVA
========================

小弟因為新工作因素會一直出差
刷卡分為兩部分
1.每個月約25000RMB 大約11萬台幣 （這部分打算用大中華攜手飛刷RMB- 11ntd/mile)
2.估計”年“刷台幣 100萬 預計會集中在10-2月這四個月份

因為我審核的額度都很低＝＝
除了花旗環旅之外
還想要辦2張來滿足接下來的使用
還想要辦2張來滿足接下來的使用


現在想辦一張刷台幣回饋比較優的里程卡
玉山拿到首刷之後後面回饋就不好了
原本是想華航x亞萬
但現在看起來國泰亞萬不好累積了
請問各位有什麼推薦的玩法嗎？

謝謝～～～

--

已改正 感謝：）

寰旅我猜也是12萬...花旗好像會共用額度
不夠刷啊～～

大陸的卡有推薦的嗎？ 剛入職只有一張公司的招商卡（都拿來刷預授權）
我看他家的里程卡都很瞎… 而且台灣人不好辦
邁生活剛剛下載了！但感覺也只能日常吃吃飯加減用對吧？

08/12 16:50
再改Orz
", 8/12
[討論] 花旗享樂新卡友酷航機票買1送1 ,3,3,"

這張大家會推嗎？看新辦卡友從這個月開始有10,000組的機票買一送一很心動，不知大家
看法如何？



--
", 8/02
[情報] 國泰長榮行動支付筆筆消費享200哩 入帳,20,0,"




國泰長榮聯名卡最高3000哩的哩程發放了

出帳單後在本期贈送哩程裡  然後直接轉換到長榮帳戶中

本次發放是106/7/31前刷卡且106/8/15前請款的消費

之後的106/9/30前刷卡且106/10/15前請款的消費

將於10月底起才入帳

另外Apple pay首刷禮100元也一併入帳


*溫馨提醒

酬賓機位有限 入坑前請慎重考慮

累積無限萬哩遊有換不到機票的風險

不願意承擔風險可以不要累積


--

已經有提醒  哩程票有換不到的風險  會擔心的就不要入坑拉
", 9/02
[心得] Costco聯名卡、匯豐現金回饋 核卡,0,3,"

[申請卡別] 國泰好市多聯名卡、匯豐現金回饋御璽卡

[職業類別] 旅館業

[目前工作年資] 四年

[年齡] 32

[年收入] 450K

[提供財力證明] 國泰於賣場申辦由銀行自行調閱、匯豐線上傳真105年度扣繳憑單

[是否貸款] 學貸110K(正常繳納中)、信貸150K(正良繳納中)

[核卡額度] 國泰50K、匯豐80K

[近三個月申請] 無

[已持有卡片額度]
花旗 現金回饋悠遊卡 99K

[辦卡進度]
國泰世華好市多聯名卡
8/22 賣場找業務人員申辦
8/25 拉聯徵當天電話照會
8/28 收到核卡簡訊及電子帳單申辦信件
8/31  收到卡片。
匯豐銀行現金回饋御璽卡
8/25 線上下載申請書填完並傳真附上扣憑
8/29 客服來電戶籍地與現居住址不符，要我提供證明，回傳學貸每月實體帳單，之後再
來電建議既然我的住所和公司是同一地址那就寫公司就好=  =
9/1 拉聯徵進件
9/5 打公司電話照會
9/8 電話查詢已核卡
9/9 核卡簡訊收到
9/12 收到卡片

[心得]
小弟在四月底藉著花旗脫掉老灰的身份，照著卡板鄉民們提供的方法做，終於在換工作前
成功申請了打槍我無數次的國泰(雖然額度不多，在好市多買到一萬就很迷人了)，匯豐是
看獅子卡片很帥加上十一月要出國就計劃性申辦了。會核卡覺得頗意外，因為自查過聯徵
信用評分都在510-530之間遊走，所以證實了評分真的是參考用，未來新工作配合薪轉行
是中信~想當然爾一定要辦line系列的信用卡。希望可以讓老灰或小白們做參考，信用真
的無價！謝謝大家的資訊。

--
", 9/12
[新聞] 三麗鷗信用卡現江湖　Hello Kitty少女心,32,1,"







　　「卡哇伊」的卡通肖像信用卡風潮再起，華南銀行一口氣推出Hello Kitty、雙子星
與美樂蒂等3種可愛卡面的OPENPOINT超級點數聯名卡，不僅嵌入LED裝置，感應交易時會
發出閃亮光芒，每次自動加值還能獲得1萬點OPENPOINT，回饋率高達6.6%，9月起開放民
眾下載申請書申辦。

　　「少女心」大爆發，華南銀行繼與電影公司合作發行蝙蝠俠、超人、正義聯盟卡面信
用卡後，為慶祝流通卡量突破百萬大關，與7-ELEVEN、三麗鷗聯手推出Hello Kitty、雙
子星與美樂蒂等3種卡通肖像卡面的OPENPOINT超級點數聯名卡。3張卡片均採粉色設計，
並將卡號、英文姓名、有效期限、銀行名稱…等資訊都放在卡背，精緻質感讓卡友瞬間陷
入「粉紅泡泡」中。

　　卡面還暗藏「小心機」，在Hello Kitty「愛心」、美樂蒂「音符」與雙子星「星星
」圖樣裡，特別嵌入LED元件。當持卡人進行icash2.0感應消費時，就會發出閃亮光芒，
增加購物時的趣味性。

　　在消費優惠方面，華南銀行也不手軟，不僅有7-ELEVEN消費天天點數10倍送、網購最
高2.5%現金回饋，年底前每次自動加值都送1萬點OPENPOINT，以每300點折抵1元計算，回
饋率直衝6.6%。

　　9月1日起，民眾就能至7-ELEVEN門市ibon機台下載列印申請書，新戶首刷獨享三麗鷗
環保購物袋或環保餐具組等好禮2選1。不過，考量到LED卡片成本較高，若有粉絲想一口
氣3張信用卡「制霸」，在申辦第1張卡面後，每加辦1張卡片須額外支付200元製卡費。

　　其實，誠泰銀行最早發行卡通卡，當年結合三麗鷗的各種人物，大舉擄獲女性的心，
可惜在併入新光銀行之後，受限於授權金過高，而逐步停卡退出市場。而後中國信託與華
納卡通明星合作，有崔弟、太菲鴨、兔寶寶等卡片上市，但隨著合約到期陸續消失。

　　反而是悠遊卡、一卡通、icash2.0等電子票證公司，持續以「卡哇伊」搶市，像是
Hello Kitty、米奇、米妮、史努比、哆啦A夢、花媽、航海王…等，都曾是卡面主角，陪
伴民眾一起搭車、消費，也滿足卡友的收藏慾。

--

小7現在就可以印申請書了喔?

新戶首刷獨享三麗鷗
環保購物袋或環保餐具組等好禮2選1。

9/14 開始發卡寄送

--
", 9/01
[閒聊] 新光魔法少女iPass卡回饋認定與時間,1,-2,"

因為接到七月帳單後，發現 Android Pay 現金回饋完全沒算到...

(我那個月刷了一堆 Android Pay，所以隨便算就知道落差很大0rz)

當下立刻打電話問客服，客服說幫我反應帳務單位再回我電話，

結果過了快四個禮拜，今天終於受不了再進線問，終於有搞清楚狀況的人回覆我了...

簡單整理如下:  (通路請參考官網 



1. 基本回饋 0.3%: 當月折抵

2. 量販藥妝、熱門服飾 (加碼 0.9%): 當月折抵

3. 數位通路 (加碼 1.8%): 「次次月」折抵 <-- 留意這點
   (理由是申請補助比較慢之類的...總之隨他們講0rz)
   *Android Pay 算在數位通路

4. 如果遇到 Android Pay 刷的第 2. 項 (量販藥妝、熱門服飾) 通路:
   當月會先給 0.9% 加碼，次次月再補剩下的 0.9%

5. 一卡通自動加值確定不算在一般消費裡面，所以回饋是 0

PS. 我有建議他們仿照其他銀行 (就是中信啦XD) 在帳單上標記各種 Pay 的消費，
    這樣才不會起爭議(? 然後總之等下個月帳單見真章...

--
", 8/28
Re: [心得] 兆豐e秒刷帳單回報,2,2,"

今天收到電子帳單，小弟也來回報一下
我本身沒有在網路購物的習慣，所以沒太多能回報XD





總之框起來的是使用網路刷的

虎航機票沒有被算入MCC 3XXX旅遊業，讚

比較有趣的是下面的是日本JR九州新開設的外國人線上訂位服務
因為訂位需要付費我就想說刷來試試，結果這個沒被認列XD

後來有打去客服問，他說是因為JR那邊不是用網路的方式請款(?
所以被當作一般消費，他們會再做確認，如果確定是網路消費會在下個月退回來

其實打完電話我才想到該不會是因為到現場取票的時候還有再看一次卡所以被算一般消費？
但是一般消費不是會有刷卡收據嗎...現場沒給就是

總之得等下個月才知道有沒有被認列了，以上，謝謝大家

---
9/19更新
剛剛接到卡務中心來電，說後端確認後有認列為網購，下個月會補回饋金進來，動作還蠻快的，耶！

--
", 9/18
[心得] LINE PAY 於萊爾富消費不符合活動回饋資格,8,-1,"


因為 LINE PAY 在萊爾富使用，請款明細只會顯示 萊爾富國際股份有限公司。

沒有 連加 或 LINE PAY 字樣，不符合網路消費或是 LINE PAY 消費滿額回饋活動。

目前詢問玉山是可以截圖交易明細資料回報客服，人工補回饋，其他銀行還請自行留意。

--
",11月4日
[問題] Line Pay Q3加碼送LP100點活動,12,1,"

之前為了舊戶首刷禮辦理中信LinePay卡
今天打開Line Pay發現首刷禮在昨天補發了
另外還多了100點(?!)




但我沒有印象我有參加過什麼活動@@
請問有版友知道這是什麼嗎？
很怕花掉之後系統搞錯收回....

--
", 9/30
[問題] 日本旅遊刷jcb的匯率優勢不再？,22,0,"

小弟我下個月又要再去日本旅遊
不過我剛剛使用swipner
稍微看一下近期 jcb visa master
匯率好像差異沒那麼大了

大致上都是小數點後第四位差一丁點而已
像今天master的匯率還優於jcb
jcb跟master互有高低， visa雖然最差
但是好像也沒有差到非常多

是有估狗到一篇板上2013年的文章
那個時候的匯率真的差異蠻大的
但是今年看起來似乎還好


Jcb目前是不是除了抽獎跟機場貴賓室以外，好像沒有其他較為優惠的點了？


最後順便問一下
yodobashi 使用visa消費到免稅額可以打95折，假設在yodobashi內部的其他店家，像是
大國藥妝或uniqlo之類的，這個優惠一樣有效嗎？

假設上面答案是ok的，在大國藥妝還能合併樂天優惠券一起使用嗎？

--





就板上的刻板印象幾乎都是jcb匯率較優

請教換車票的意思是指？

我使用swipner隨機查詢了不同月份
master也有不少天優於jcb
除非swipner資料有誤

我有稍微計算一下visa的差距沒有1%那麼多，差距真的不算太大





我上次也刷了幾萬日幣結果忘記去抽...
很想哭

感謝開發者現身說法！
", 9/27
[情報] 國泰 3pay 行動支付 Q4優惠活動,5,2,"

國泰世華行動支付新生活 享受幸福更輕鬆

以行動支付(Apple Pay、Android Pay、Samsung Pay)消費登錄享刷卡金回饋活動，
其優惠內容、名額限制與活動登錄期間詳見以下注意事項。(3項活動僅需登錄一次)

活動期間:即日起至2017/12/31止。

活動內容:
(1)Apple Pay：首次使用國泰世華卡加入Apple Pay， Apple Pay消費筆筆享NT$50刷卡金
回饋，正附卡合併計算，每戶最高享NT$150刷卡金回饋。若106/10/01前曾綁定Apple Pay
，使用未曾加入之卡片新加入至Apple Pay者，Apple Pay消費筆筆享NT$50刷卡金回饋，
每戶最高享NT$50刷卡金回饋。

(2)Android Pay：首次使用國泰世華卡加入Android Pay，以Android Pay任一筆消費，即
享NT$100刷卡金回饋，正附卡消費合併計算，歸戶限享乙次回饋。於106/10/1前曾加入
Android Pay者，不適用此優惠。

(3)Samsung Pay：首次使用國泰世華卡加入Samsung Pay，以Samsung Pay任一筆消費，即
享NT$100刷卡金回饋，正附卡消費合併計算，歸戶限享乙次回饋。於106/10/1前曾加入
Samsung Pay者，不適用此優惠。

(4)Android Pay與Samsung Pay優惠活動不可重複領取。
消費期間為即日起至2017/12/31止，且於2018/01/10前完成請款之款項。倘活動期間內之
交易於日後發生退貨、逾期不繳或因簽帳爭議而暫停付款等情形，均不列入本活動合格消
費計算。消費限一般消費，一般消費不含保費、太平洋SOGO百貨貴賓廳購買SOGO禮券、稅
款、學費、代繳公用事業費用、各行政機關規費或罰鍰、燃料費、路邊停車費、學費分期
、刷卡樂分期、帳單分期等非消費款項；分期付款以活動期間內已請款入帳金額計算；如
有退貨交易將予以扣除。

各加油站內、部分商店不適用手機信用卡交易，依各商店現場服務為主。
刷卡金將於活動結束後次次月起回饋至正卡持卡人帳單，實際依本行作業時間及規定為準
。

持卡人於回饋時須具參與該活動之有效國泰世華信用卡行動支付服務（例如回饋Apple
Pay刷卡金時，需具有效國泰世華信用卡Apple Pay服務。），且上一期無逾期未繳款之紀
錄，若終止信用卡、掛失不補發、到期不續卡、遭本行停止使用信用卡權利、延滯繳款、
或違反本行信用卡契約等情事時，即自動喪失資格。

如有任何因電腦、網路、電話、技術或不可歸責於本行之事由，而使持卡人登錄之資料有
遲延、遺失、錯誤、無法辨識或毀損之情況，本行不負任何法律責任，持卡人亦不得因此
異議。

活動期間內倘因不可歸責於本行之事由，本行得變更或終止活動，並於本行網站上公告。





apple pay舊戶加未綁過新卡可以拿$50
另兩種pay則需要全新戶才有回饋

--
",10月4日
