,Unnamed: 0,Unnamed: 0.1,titl,link,push,auth,date,text,reply,date_new,predict_tag,final_push
349,349,9011,[問題] 中信LinePay鼎級卡20萬消費認定,/bbs/creditcard/M.1497460843.A.FBF.html,23,camecasims, 6/15,"

關於中信LinePay鼎級卡的20萬消費，從人工智能那知道保險及繳稅費用都有算，且分期
的話也是以（分期總額）計算，只要消費日期是在06/30前就可以，

想再確認一下，（分期總額）計算是指我只有在06/30前刷一筆20萬的保險，即使這20萬
是分期繳納（6月份前只繳納3萬多元），也是算有達到LinePay鼎級卡的邀請資格嗎？

不知道是否有人有相關經驗的？怕分期後反而沒符合資格就白忙一場了XD

PS:主要是分期的話，後半年的停車就可以一併搞定，所以如果可以分期的話那就一舉兩
得啦
--
",27,2017-06-15,0.5164148857273467,23
353,353,9015,[問題] 海外刷卡疑問,/bbs/creditcard/M.1497491917.A.429.html,5,waynejw, 6/15,"

請教大家，最近遇到的問題

下個月要出國遊玩，

網路上想先和當地旅行社(台灣人開)訂行程，

告知刷卡會有一筆3.5%手續費，

經詢問並不是也不包含海外刷卡的1.5%，

對方是說:是公司替當地銀行所代收的手續費，

所以意思是如果我要用信用卡訂行程，

我需要付出3.5%+1.5%的手續費，

這樣是常見且合理的嗎? 請教有經驗的大家，謝謝

--
",9,2017-06-15,0.1685044698851207,5
362,362,9024,[問題] icash聯名卡感應問題,/bbs/creditcard/M.1497511549.A.B7E.html,19,hiwi, 6/15,"


這幾天用大眾的愛現master卡去搭公車
每次都是下車後刷時突然出現錯誤
重刷好幾次都還是出現錯誤
後來等後面的人刷後再刷才成功扣款
不知道有沒有用icash聯名卡的版友也有這問題?orz
(用一般的icash卡都很順沒這問題

--
",22,2017-06-15,0.3020506511110184,19
364,364,9026,[問題] 關於澳盛ANZ的飛行積金如何使用?,/bbs/creditcard/M.1497514065.A.3B1.html,16,Seizi, 6/15,"

剛剛收到簡訊，說可以把飛行積金5k點換成1k的刷卡金，

我是飛行白金，這兩年大約累積了8萬點，

沒有換過機票，不知道換成機票比較划算還是轉成刷卡金?

剛剛爬了一下文，差點忘記澳盛賣掉了，

不知道下一張可以累積哩程的卡我應該換成什麼?

--
",17,2017-06-15,0.7661079859427927,16
372,372,9034,Re: [問題] icash聯名卡感應問題,/bbs/creditcard/M.1497532672.A.810.html,2,timssy, 6/15,"



申請加入ptt快兩三個月了，今日終於通過審核，上來發第一篇文章。
最近才申請用icash聯名卡，逼一次公車，沒問題。

但上車時見到四種電子票證圖示，停紅燈時跟公車司機閒聊，詢問四種卡的感應失敗率？
結果他開始抱怨""那麼多種聯名卡幹嘛？"" 一個人一個帳號""身分證號碼""就好了。
且表示卡片功能越多，越會逼不過。沒回答我是哪一種較易失敗。

--
",5,2017-06-15,0.2351070875704755,2
373,373,9035,[問題] 加辦照會時會問工作情況嗎,/bbs/creditcard/M.1497533817.A.0D5.html,1,nike10, 6/15,"

各位好~

最近剛好換新工作才第二週

不知道照會時會不會問到工作呢

如果問了應該照實講或是講前公司的資料??

想加辦凱基的money back悠遊聯名卡

現在手上的還是萬泰的money back御璽卡

只有磁條想換張有感應功能的XD

謝謝各位~

--
",4,2017-06-15,0.4990051439753491,1
382,382,9044,[問題] 全家 刷卡繳罰單手續費問題,/bbs/creditcard/M.1497542549.A.B73.html,13,yvon217, 6/16,"

不好意思
這個問題在這裡問不知道是否恰當@@

爬文、google都查不到這個答案
想請教一下
如果罰單要到全家刷卡
手續費會收超商6元+刷卡20元？
還是只收6元或收20元呢？
還麻煩有經驗的大大幫忙解答
感謝

--
",17,2017-06-16,0.2219751874895709,13
387,387,9049,[問題] 關於便利商店刷信用卡,/bbs/creditcard/M.1497585454.A.48D.html,2,junseimika, 6/16,"

想請問大家
小弟目前有中信linepay(含一卡通功能) 跟一卡通信用卡
如果之後要進小七刷卡 想要節省皮包卡片數
應該是用中信linepay卡直接用linepay刷會最簡單嗎
這樣就可以直接少一張中信卡在皮夾裡面了?

其他似乎都還是要信用卡本體的樣子..?

--
",16,2017-06-16,0.5727633048757521,2
390,390,9052,Re: [閒聊] 中信卡進T1環亞...,/bbs/creditcard/M.1497593301.A.DE7.html,8,Z9dada, 6/16,"



請問版友~環亞的貴賓室一定要本人刷信用卡買機票才能進入嗎?

還是只要持合作的信用卡就好

因為本人刷中信卡買跟朋友的來回機票

朋友有花旗卡(看網路上心得分享信用卡有合作)

請問這樣朋友可以進入嗎?

還有中信卡有限制哪家航空才能進入嗎? 去環亞的官網好像都沒看到介紹

(日本的貴賓室很多只要有jcb就可以~爬文看台灣好像規定很多@@?)

請問版友有經驗分享嗎?謝謝

--
",9,2017-06-16,0.5441244132269538,8
403,403,9065,[問題] 人在國外如何繳費(元大)?,/bbs/creditcard/M.1497619791.A.926.html,10,croydon, 6/16,"

目前沒設定自動扣款轉帳

人將在國外半年

只用元大鑽金卡刷

想說用他家銀行的網路銀行轉帳繳費 卻發現好像要簡訊認證

可是我在國外沒有台灣的門號收簡訊呀

請問還有其他繳費方式嗎?

謝謝




--
",18,2017-06-16,0.30166394460557,10
408,408,9070,Re: [閒聊] 美國amex retention offers ,/bbs/creditcard/M.1497630052.A.F64.html,0,p54pp, 6/17,"

因為base在台灣，之前先用朋友的美國地址申請美國花旗銀行帳戶，之後再利用台灣的AE
卡申請轉美國AE白金卡成功，目前因為已經滿一年所以收到新年度的年費帳單，想請問有
沒有人也是無SSN和ITIN但是能順利拿到retention offer的？很怕打去要retention offe
r結果被FR就好笑了！




--
",2,2017-06-17,0.4065069639143502,0
419,419,9081,[閒聊]line pay 鼎極卡標準？,/bbs/creditcard/M.1497685059.A.FB9.html,17,lenohert, 6/17,"

使用line pay卡不到半年

每月大小消費都用這張

單月最高消費金額曾一次6萬多

其它約1～5萬。

但昨天收到邀請卡

跟板上dada說的單月要20萬

有很大落差

打電話確認確實有在名單內

所以挺好奇標準為何

--
",28,2017-06-17,0.3341503931943167,17
421,421,9083,Re: [問題] 台新昇恆昌無限 尊容通關 改限額,/bbs/creditcard/M.1497687355.A.FC7.html,39,ayuya, 6/17,"

請問有人最近預約的嗎?
是不是很多日期都已經額滿了?
一天到底限制多少人?
有夠難預約的


--
",38,2017-06-17,0.29702407202407205,39
423,423,9085,[情報] 106年05月信用卡發卡量與簽帳金額,/bbs/creditcard/M.1497692746.A.060.html,32,FWade, 6/17,"

106年05月信用卡發卡量與簽帳金額

有效卡數最高為國泰，有效卡率最高為花旗，
簽帳金額最高為國泰，平均簽帳金額最高為美運。






機構  流通卡數   有效卡數  有效卡率 發卡數  停卡數  淨發卡數 簽帳額(M) 平均
國泰  6,014,751  4,226,244  70.26%  68,467  38,439   30,028   41,203   9,749
中信  6,133,357  3,929,785  64.07%  90,891  46,544   44,347   28,368   7,219
玉山  4,425,203  3,076,926  69.53%  60,807  23,288   37,519   26,460   8,599
台新  3,974,064  2,762,337  69.51%  65,692  13,549   52,143   19,587   7,091
花旗  2,899,836  2,444,341  84.29%  26,572  28,397   -1,825   19,972   8,171
富邦  2,327,132  1,721,643  73.98%  26,468  15,220   11,248   16,652   9,672
聯邦  2,011,831  1,119,448  55.64%  25,485  26,217     -732    7,534   6,730
永豐  1,861,575  1,041,407  55.94%  24,078  13,438   10,640    6,478   6,220
遠東  1,435,232    964,743  67.22%  13,531   6,976    6,555    4,233   4,388
華南    963,079    715,136  74.26%  20,300   9,753   10,547    4,251   5,944
一銀    967,585    634,277  65.55%   9,571   8,583      988    3,936   6,205
新光    921,862    490,738  53.23%  11,113   7,589    3,524    4,604   9,382
元大    629,225    417,933  66.42%  13,136   6,055    7,081    4,554  10,896
兆豐    603,243    400,014  66.31%   6,236   4,725    1,511    2,536   6,340
匯豐    583,459    398,769  68.35%   7,645   7,304      341    4,359  10,931
澳盛    539,698    324,315  60.09%   5,804   4,295    1,509    2,927   9,025
大眾    577,684    323,606  56.02%   6,837   6,912      -75    1,836   5,674
合庫    463,358    283,858  61.26%   5,673   4,198    1,475    2,525   8,895
渣打    334,511    203,018  60.69%   1,386   4,693   -3,307    1,226   6,039
彰銀    422,277    202,372  47.92%   3,805   2,730    1,075    1,270   6,276
樂天    283,795    198,999  70.12%  15,418     649   14,769      966   4,854
凱基    468,743    193,215  41.22%  10,301  24,586  -14,285      986   5,103
上海    362,254    183,031  50.53%   2,451   1,747      704    1,015   5,546
台銀    250,436    132,017  52.71%   3,424   2,419    1,005      662   5,015
土銀    245,669    130,280  53.03%   4,457   1,135    3,322      830   6,371
台企    325,434    122,659  37.69%   4,048   2,066    1,982      888   7,240
美運    170,746    112,616  65.96%   2,915   3,196     -281    3,966  35,217
日盛    172,531     98,997  57.38%     520     801     -281      409   4,131
台中    206,417     80,039  38.78%   1,670   1,118      552      521   6,509
安泰    176,838     68,282  38.61%     620     428      192      446   6,532
陽信     92,737     50,980  54.97%   1,720   1,118      602      298   5,845
永旺     75,394     35,207  46.70%     169     743     -574      130   3,692
三信     16,620     11,105  66.82%     119     130      -11      121  10,896
華泰     10,332      6,021  58.28%      76      22       54       57   9,467
星展     12,419      5,505  44.33%      62     162     -100       52   9,446
高雄     10,331      4,202  40.67%      46      41        5      132  31,414

一、資料來源：各金融機構自行申報

二、揭露項目及認定標準：
      1. 流通卡數：發卡總數減停卡總數，且卡片狀況為正常者
      2. 有效卡數：最近六個月有消費紀錄之卡，不含Debit卡，只有郵購分期交易亦算
有
      3. 有效卡率：有效卡數 / 流通卡數
      4. 當月發卡數：不含補發卡、續卡。
      5. 當月停卡數：指新增停卡部分。
      6. 當月淨發卡數：當月發卡數 - 當月停卡數
      7. 簽帳金額：持卡人當月刷卡消費金額，如屬分期消費帳款應於消費當月全數申
報本欄
      8. 平均：簽帳金額 / 有效卡數

--
",33,2017-06-17,0.2548478333972476,32
426,426,9088,[問題] 想請問版上平均月刷幾k,/bbs/creditcard/M.1497700638.A.44E.html,99,noskcaj, 6/17,"

不知道這問題能不能問
只是每次每個月刷卡金額一公布
都覺得台灣消費力還是很驚人
像小弟根本就是來拉低平均的
有富邦繳電信費 月刷700
遠東卡停車用 月刷幾百
漢神巨蛋也是停車用 月刷幾百
中信LP卡 超商用 月刷大概1000
台信GOGO 網購用 平均1000
華南旅鑽 因為前兩年不用年費 也沒啥再刷
等於每個月 要有六個人刷10K
才符合刷卡平均額
版上大大不是也都辦了一堆卡
很好奇大家都刷多少

--

這大概小弟刷一輩子的金額XDD

平均60k @@ 也是很猛 年收入大概多少

同感 真感覺推文的都百萬年薪
",99,2017-06-17,0.5112410764486799,99
441,441,9103,[問題] 刷淘寶用花旗寰旅卡換哩程值得嗎,/bbs/creditcard/M.1497772508.A.905.html,9,turnoff11, 6/18,"

本身就是為了哩程才辦理寰旅卡

平常也有在淘寶購物

本身有玉山金融卡

之前是都用玉山卡轉帳(1%手續費)

現在有了寰旅卡

想集中火力衝哩程(一直想衝歐美)

淘寶月刷約30萬

只是不知道這樣子多的手續費換哩程真的有划算嗎

有人可給我建議嗎

謝謝大家

--
",15,2017-06-18,0.5196458994613851,9
444,444,9106,[問題] Citi Prestige禮遇通關,/bbs/creditcard/M.1497778237.A.C4F.html,7,anglestar, 6/18,"

請問有沒有板友在吉隆坡KLIA2使用過prestige卡的禮遇關關？
入境會比較快嗎

小弟我一時不察，買AirAsia國際線轉馬來西亞國內線機票時，沒有打在同一張票上
國際/國內線分屬二個不同訂位代號，行李無法直掛，也不能走國際-國內轉機通道
必須入境領行李後再重寄行李

聽說KLIA2機場很大，而剛好prestige的禮遇通關還沒用掉，想試試看有沒有快速通關
生活管家是說，有沒有快速通關，得看當地廠商提供，他們也不確定
有時只是派人引導你，讓你比較不會迷路

--
",7,2017-06-18,0.4628180680590948,7
